Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
3,Development FIs,Bank Rakyat Malaysia,"Ts. Tahrizi Tahreb (Cybersecurity Professional) [LinkedIn: my.linkedin.com/in/ts-tahrizi-tahreb, conf 40 - title not explicitly CISO]",Azni Azaddin (CRO) + Jufree Soaidin (Compliance) [Composite],Nor Haimee Zakaria (Chief Finance Officer) [Official: bankrakyat.com.my],Azni Azaddin (Group Chief Risk Officer) [Official: bankrakyat.com.my],Jufree Soaidin (Group Chief Compliance Officer) [Official: bankrakyat.com.my],Zulkanain Kassim (Chief Information Technology Officer) [LinkedIn/TheOfficialBoard],"NOT FOUND [Genuine gap confirmed Jul 2026: Official Management Committee page (bankrakyat.com.my/portal-main/leaders/management-committee) lists 8 members: Group CEO (Ahmad Shahril Mohd Shariff), CFO (Nor Haimee Zakaria), Chief Retail Banking Officer (Khairudin Abdul Rahman), COO (Amren Faisal Fadzil), Chief Strategy & Sustainability Officer (Mohamad Taufik Mahamad Zakaria), Group CRO (Azni Azaddin), Chief People Officer (Elina Ahmad), Group Chief Compliance Officer (Jufree Soaidin). No dedicated Head of Internal Audit listed on management committee. Internal Audit function likely reports to Board Audit Committee directly.]"
3,Development FIs,Bank Simpanan Nasional (BSN),"NOT FOUND [Checked: bsn.com.my Board of Directors (7 members), Annual Reports page (Angular JS - PDFs loaded dynamically, no static links), Press Release, Site Map. BSN Management Committee page (bsn.com.my/page/management-committee) confirmed Jul 2026 scrape: 9 members incl Acting CEO Mujibburrahman Abd Rashid, COO Zarir Mohd Rawi, CFO Norhafizah Md Shariff, CHCO Izham Ab Wahab, Chief Credit Officer Azlan Abu Bakar, Head Treasury Asaraf Aboo Bakar, Head Legal Ummul Shirin Mohamed Thalha, CRO Muizz Aiman Farid, CCO Sujit Guha Thakurta. No CISO or Head of IT Security on committee. Board member Puan Saleena Mohd Ali has IT background. Conf 40.]",Muizz Aiman Farid (CRO) + Sujit Guha Thakurta (Compliance) [Composite],Norhafizah Md Shariff (Chief Financial Officer) [Official: bsn.com.my],Muizz Aiman Farid (SVP / Chief Risk Officer) [Official: bsn.com.my],Sujit Guha Thakurta (SVP / Chief Compliance Officer) [Official: bsn.com.my],Asrul Kamaruddin (Chief Information Officer) [TheOrg - unverified],"NOT FOUND - Head of Internal Audit not listed on BSN Management Committee page (9 members: Acting CEO, COO, CFO, CHCO, Chief Credit Officer, Head Treasury, Head Legal, CRO, CCO — no IA role) [Official: bsn.com.my/page/management-committee, conf 95]"
1,Licensed Banks,Bank of China (Malaysia) Berhad,Willy Neo,Anysia Yeung (CRO) + Ker Yong (Compliance) [Group-level composite],Datuk Alvin Tay (DCEO/acting CFO),Anysia Yeung,Ker Yong (Director - Head of Legal and Compliance),"K.W.C. (Senior VP, Head of IT) [LeadIQ, MEDIUM-65]",Chen Thien Yin (Board Audit Committee Chair)
3,Development FIs,Bank Pembangunan Malaysia Berhad (BPMB),"Hairil Izwar Abd Rahman (Group Chief Digital & Technology Officer, CISO-equivalent) [Official: bpmb.com.my/about-us/leadership/, conf 80]",Mohammad Azam Ahmad (Group CRO) + Rohayati Talha (Group CCO) [Composite] [Official: bpmb.com.my],Hee Wei Jean (Group CFO) [Official: bpmb.com.my],Mohammad Azam Ahmad (Group CRO) [Official: bpmb.com.my],Rohayati Talha (Group CCO) [Official: bpmb.com.my],Hairil Izwar Abd Rahman (Group Chief Digital & Technology Officer) [Official: bpmb.com.my],Hasrul Farid Hasnan (Group Chief Internal Auditor) [Official: bpmb.com.my]
2,Insurers,Berjaya Sompo Insurance Berhad,"Mohamad Azman bin Soaed (Senior Manager - Information Security) [Malaysian Insurance Directory 2025/2026, conf 70]","Tricia Mallika Appaduray (Chief Compliance and Legal Officer - GRC-equivalent) [Official: berjayasompo.com.my/leadership-team, conf 75 - GRC-equivalent, same person as Head of Compliance]","Rina Aprila Afianty (Chief Financial Officer) [Official: berjayasompo.com.my/leadership-team, conf 95]","Samson Liew Zyun Fung (Head of Risk Management) [Malaysian Insurance Directory 2025/2026, conf 90]","Tricia Mallika Appaduray (Chief Compliance and Legal Officer) [Official: berjayasompo.com.my/leadership-team, conf 95]","NOT FOUND [Genuine gap confirmed Jul 2026: Official leadership-team page (berjayasompo.com.my/leadership-team) lists 8 Management Team members: CEO (Soo Wai Har), CCO (Vanessa Ngew), Chief Consumer & SME Officer (Phang Yin Peng), CFO (Rina Aprila Afianty), CHRO (Jun Ishak), Chief Compliance & Legal Officer (Tricia Mallika Appaduray), COO (Eng Chun Mun), Chief Claims Officer (Teh Yau Kun). No dedicated CIO/CTO listed. IT oversight likely falls under COO Eng Chun Mun.]","Kesavan Raj A/L Krishnan (Head of Internal Audit) [Malaysian Insurance Directory 2025/2026, conf 90]"
3,MSBs,BigPay Malaysia Sdn Bhd,"Angus Thorn|Group Chief Information Security Officer|65|https://theorg.com/org/bigpay/teams/leadership-team|BigPay Group CISO [TheOrg crowd-sourced org chart, Unverified. BigPay = Capital A (formerly AirAsia) fintech subsidiary, BNM-licensed e-money issuer.]",NOT FOUND [BigPay does not publicly disclose a Head of GRC. GRC function likely split between Compliance (Divya Das) and Risk at Capital A group level. conf 65],"Nicholas Chua|Chief Financial Officer|65|https://theorg.com/org/bigpay/teams/leadership-team|BigPay-specific CFO [TheOrg crowd-sourced org chart, Unverified]. Previous entry: Mun Hui Teh (CFO, Capital A Berhad parent, conf 80, capitala.com). BigPay has its own CFO distinct from parent Capital A CFO.","NOT FOUND [BigPay does not publicly disclose a Chief Risk Officer. TheOrg lists Ryan Vinoth as 'Head of Credit Risk' (credit risk subset, not enterprise CRO). Capital A parent-level risk function may apply. conf 65]","Divya Das|Head Of Compliance|65|https://theorg.com/org/bigpay/teams/finance-and-compliance-team|BigPay Head of Compliance (CAMS, ICA RC Dip) [TheOrg crowd-sourced org chart, Unverified]. Divya Das listed as 'Head Of Compliance - Bigpay (airasia Group Company)' on TheOrg Finance & Compliance Team page.","Siddharth (Sid) R.|Group Chief Technology Officer|65|https://theorg.com/org/bigpay/teams/leadership-team|BigPay Group CTO [TheOrg crowd-sourced org chart, Unverified]. CTO function covers CIO/technology leadership at this fintech.","NOT FOUND [BigPay does not publicly disclose a Head of Internal Audit. TheOrg org chart (6 teams, 49 people) lists no IA function. IA may be handled at Capital A group level. conf 65]"
3,MSBs,Billplz Sdn Bhd,"NOT FOUND [Malaysian payment gateway (Shah Alam, part of Billplz Qapital Berhad). CEO/Founder: Nazroof Hakim (Crunchbase + LinkedIn my.linkedin.com/in/nazroof, conf 95, non-target). billplz.com has no leadership page. ~34 employees per LinkedIn. RocketReach (blocked) mentioned Vinod Varma (Compliance Manager) + Nik Faudzi (Accounts) - UNVERIFIED. 0/7 target roles publicly disclosed.]","NOT FOUND [Billplz: 11-50 employees, Shah Alam. LinkedIn key employees: Arzumy MD (likely CEO/founder), Azril Azmi, Muhammad Fariduddin Fauzi, Nazroof Hakim - role titles unconfirmed. Source: linkedin.com/company/billplz/]","NOT FOUND [Billplz: 11-50 employees, Shah Alam. LinkedIn key employees: Arzumy MD (likely CEO/founder), Azril Azmi, Muhammad Fariduddin Fauzi, Nazroof Hakim - role titles unconfirmed. Source: linkedin.com/company/billplz/]","NOT FOUND [Billplz: 11-50 employees, Shah Alam. LinkedIn key employees: Arzumy MD (likely CEO/founder), Azril Azmi, Muhammad Fariduddin Fauzi, Nazroof Hakim - role titles unconfirmed. Source: linkedin.com/company/billplz/]","NOT FOUND [Billplz: 11-50 employees, Shah Alam. LinkedIn key employees: Arzumy MD (likely CEO/founder), Azril Azmi, Muhammad Fariduddin Fauzi, Nazroof Hakim - role titles unconfirmed. Source: linkedin.com/company/billplz/]","NOT FOUND [Billplz: 11-50 employees, Shah Alam. LinkedIn key employees: Arzumy MD (likely CEO/founder), Azril Azmi, Muhammad Fariduddin Fauzi, Nazroof Hakim - role titles unconfirmed. Source: linkedin.com/company/billplz/]","NOT FOUND [Billplz: 11-50 employees, Shah Alam. LinkedIn key employees: Arzumy MD (likely CEO/founder), Azril Azmi, Muhammad Fariduddin Fauzi, Nazroof Hakim - role titles unconfirmed. Source: linkedin.com/company/billplz/]"
6,Fintech Sandbox,Boost Bank Berhad,"Shankar Krishnan|Chief Technology Officer / CISO|85|https://my.linkedin.com/in/shankyk|Boost Bank CTO who also holds CISO role [LinkedIn profile confirms ""CTO | CISO"" title; official leadership page myboostbank.co confirms CTO position — CISO function combined with CTO role at digital bank]","Abid Abdul Adam (Group Chief Risk and Compliance Officer, Axiata Group) [Official: axiata.com/about-us/our-people, conf 85 - GRC inherited from Axiata Group parent] [INHERITED from Axiata Digital Services - parent]",Steven Lim|Chief Financial Officer|95|https://myboostbank.co/our-leadership-boost-bank|Boost Bank CFO,Puteri Syurga|Chief Risk Officer|95|https://myboostbank.co/our-leadership-boost-bank|Boost Bank CRO,Dr Mohanamerry Vedamanikam|Chief Compliance Officer|95|https://myboostbank.co/our-leadership-boost-bank|Boost Bank Chief Compliance Officer,Shankar Krishnan|Chief Technology Officer|95|https://myboostbank.co/our-leadership-boost-bank|Boost Bank CTO (maps to CIO/CTO role),Miraz Ahmed|Head of Internal Audit|80|https://my.linkedin.com/in/miraz-ahmed-76b20219|Head of Internal Audit at Boost Holding Sdn Bhd [LinkedIn confirmed. ~20 years telco/tower infrastructure audit experience in Bangladesh & Malaysia]
5,GLC-Linked,CIMB (Khazanah-linked),"Charles J. Samuel (Group CISO / Technology Risk Management) [ASIFMA: asifma.org/speakers/charles-j-samuel/; joined CIMB Jan 2019; 25yr Citigroup APAC, conf 90]",Vera Handajani (CRO) + Kwan Keen Yew (Compliance) [Group-level: CIMB],"Khairul Rifaie (Group Chief Financial and Strategy Officer, 7.5yrs tenure) [SimplyWall.st + Official: cimb.com]",Vera Handajani (Group CRO) [Group-level: CIMB],Kwan Keen Yew (Group Chief Legal and Compliance Officer) [Group-level: CIMB],"Ros Aziah Mohd Yusoff (Group Chief Technology and Data Officer, 5.9yrs tenure) [SimplyWall.st + Official: cimb.com]","Amran Mohamad (Group Chief Internal Auditor, 7.7yrs tenure) [SimplyWall.st]"
1,Licensed Banks,CIMB Bank Berhad,Charles Samuel (Group CISO),Kwan Keen Yew (Group Chief Integrity & Governance Officer),Khairul Rifaie (Group Chief Financial & Strategy Officer),Vera Handajani (Group CRO),Kwan Keen Yew (Group Chief Legal & Compliance Officer),Ros Aziah Mohd Yusoff (Group CTO),Amran Mohamad (Group Chief Internal Auditor)
2,Investment Banks,CIMB Investment Bank Berhad,Charles Samuel (Group CISO) [Group-level: CIMB],Kwan Keen Yew (Group Chief Integrity & Governance Officer) [Official: cimb.com],Khairul Rifaie (Group CFO & Strategy Officer) [Official: cimb.com],Vera Handajani (Group CRO) [Official: cimb.com],Kwan Keen Yew (Group Chief Legal & Compliance Officer) [Official: cimb.com],Ros Aziah Mohd Yusoff (Group CTO) [Official: cimb.com],Amran Mohamad (Group Chief Internal Auditor) [Group-level: CIMB]
1,Licensed Banks,CIMB Islamic Bank Berhad,Charles Samuel (Group CISO) [Group-level: CIMB Bank],Kwan Keen Yew (Group Chief Integrity & Governance Officer) [Group-level: CIMB Bank],Khairul Rifaie (Group Chief Financial & Strategy Officer) [Group-level: CIMB Bank],Vera Handajani (Group CRO) [Group-level: CIMB Bank],Kwan Keen Yew (Group Chief Legal & Compliance Officer) [Group-level: CIMB Bank],Ros Aziah Mohd Yusoff (Group CTO) [group-level: CIMB Bank],Amran Mohamad (Group Chief Internal Auditor) [Group-level: CIMB Bank]
4,E-Money,CIMB OctoPay (CIMB Bank),Charles Samuel (Group CISO) [INHERITED from CIMB Bank Berhad - product brand governance],Kwan Keen Yew (Group Chief Integrity & Governance Officer) [INHERITED from CIMB Bank Berhad - product brand governance],Khairul Rifaie (Group Chief Financial & Strategy Officer) [INHERITED from CIMB Bank Berhad - product brand governance],Vera Handajani (Group CRO) [INHERITED from CIMB Bank Berhad - product brand governance],Kwan Keen Yew (Group Chief Legal & Compliance Officer) [INHERITED from CIMB Bank Berhad - product brand governance],Ros Aziah Mohd Yusoff (Group CTO) [INHERITED from CIMB Bank Berhad - product brand governance],Amran Mohamad (Group Chief Internal Auditor) [INHERITED from CIMB Bank Berhad - product brand governance]
4,Card Schemes,CIMB Petronas Visa Card,Charles Samuel (Group CISO) [INHERITED from CIMB Bank Berhad - product brand governance],Kwan Keen Yew (Group Chief Integrity & Governance Officer) [INHERITED from CIMB Bank Berhad - product brand governance],Khairul Rifaie (Group Chief Financial & Strategy Officer) [INHERITED from CIMB Bank Berhad - product brand governance],Vera Handajani (Group CRO) [INHERITED from CIMB Bank Berhad - product brand governance],Kwan Keen Yew (Group Chief Legal & Compliance Officer) [INHERITED from CIMB Bank Berhad - product brand governance],Ros Aziah Mohd Yusoff (Group CTO) [INHERITED from CIMB Bank Berhad - product brand governance],Amran Mohamad (Group Chief Internal Auditor) [INHERITED from CIMB Bank Berhad - product brand governance]
2,Insurers,Chubb Insurance Malaysia Berhad,"NOT FOUND [Checked: chubb.com/my-en (no leadership/management directory), chubb.com/my-en/about-chubb/leadership.html (404), about.chubb.com (global, no Malaysia-specific leadership), Firecrawl map of chubb.com/my-en (no internal leadership pages indexed), LinkedIn (HTTP 999 blocked). Chubb Malaysia does not publicly disclose senior management beyond CFO/CRO/COO/Head of IA. Conf 60.]",Dato' Mohzani Bin Abdul Wahab (Director) [Official: chubb.com/my-en conf 85],Olivier Bouchard (Executive Director CFO Asia Pacific) [Official: chubb.com/my-en],"Ng Khai Yan (Chief Risk Officer) [Malaysian Insurance Directory 2025/2026, conf 90]",NOT FOUND - Chubb Malaysia website (chubb.com/my-en) returns 404 for all leadership/about-us pages; Compliance head not publicly listed [Conf 70],Kenny W. K. Tan (Chief Operating Officer) [LinkedIn: my.linkedin.com/in/kennytwk],"Chong Keh Bin (Head of Internal Audit) [Malaysian Insurance Directory 2025/2026, conf 90]"
1,Licensed Banks,Citibank Berhad,"NOT FOUND [Checked: Citibank Berhad Malaysia Board of Directors PDF (citigroup.com, 5 Board members), citigroup.com APAC leadership. CISO function managed at Citi APAC/group level. No Malaysia-specific CISO publicly listed. conf 80]","CEO: Vikram Singh (CEO Citi Malaysia, effective 1 May 2023) [Official: theasianbanker.com, conf 90]; Country Lead: Divya Nair; Head of Commercial Bank: Shawn Khong [TheOfficialBoard]",Tan Alyse (Chief Financial Officer/Controller) [LinkedIn: my.linkedin.com/in/tan-alyse-2658791a0],Mark Fordyce Hart (Chairman Risk Mgmt Cmte) [Official: citigroup.com board PDF conf 80],NOT FOUND - Citibank Malaysia website (citibank.com.my) blocks external access; Compliance head not publicly listed. Compliance function managed at Citi APAC/regional level. [Conf 80],"Abhijit Dattanand Kumta (Executive Director; MD Singapore O&T, Citi Solution Center Head ASEAN) [Official: citigroup.com board PDF, conf 85]",Puan Norazilla binti Md Tahir (Audit Cmte Chair former CFO Cagamas) [Official: citigroup.com board PDF conf 85]
5,GLC-Linked,Cradle Fund Sdn Bhd,"NOT FOUND [Cradle Fund (cradle.com.my/about-us) has no leadership page. CISO not publicly listed. Sources: cradle.com.my — no leadership page found, conf 20]",NOT FOUND [Cradle Fund website (cradle.com.my) does not list C-suite executives beyond CEO. Government venture fund under MOSTI. No public data for target roles. conf 85],NOT FOUND [Cradle Fund website (cradle.com.my) does not list C-suite executives beyond CEO. Government venture fund under MOSTI. No public data for target roles. conf 85],NOT FOUND [Cradle Fund website (cradle.com.my) does not list C-suite executives beyond CEO. Government venture fund under MOSTI. No public data for target roles. conf 85],NOT FOUND [Cradle Fund website (cradle.com.my) does not list C-suite executives beyond CEO. Government venture fund under MOSTI. No public data for target roles. conf 85],NOT FOUND [Cradle Fund website (cradle.com.my) does not list C-suite executives beyond CEO. Government venture fund under MOSTI. No public data for target roles. conf 85],NOT FOUND [Cradle Fund website (cradle.com.my) does not list C-suite executives beyond CEO. Government venture fund under MOSTI. No public data for target roles. conf 85]
