Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
3,Development FIs,Bank Simpanan Nasional (BSN),"NOT FOUND [Checked: bsn.com.my Board of Directors (7 members), Annual Reports page (Angular JS - PDFs loaded dynamically, no static links), Press Release, Site Map. BSN does not publish a public Senior Management page. Board members confirmed: Dato Seri Dr Awang Adek Hussin (Chairman) + 6 others including Puan Saleena Mohd Ali (IT background). Conf 30.]",Muizz Aiman Farid (CRO) + Sujit Guha Thakurta (Compliance) [Composite],Norhafizah Md Shariff (Chief Financial Officer) [Official: bsn.com.my],Muizz Aiman Farid (SVP / Chief Risk Officer) [Official: bsn.com.my],Sujit Guha Thakurta (SVP / Chief Compliance Officer) [Official: bsn.com.my],Asrul Kamaruddin (Chief Information Officer) [TheOrg - unverified],NOT FOUND [Checked: same bsn.com.my sources. Board Audit Committee exists (Chairman: Puan Suraya Hassan) but no named Head of Internal Audit found in public-facing materials. Annual report PDF inaccessible due to JS rendering. Conf 30.]
1,Licensed Banks,Bank of China (Malaysia) Berhad,Willy Neo,Anysia Yeung (CRO) + Ker Yong (Compliance) [Group-level composite],Datuk Alvin Tay (DCEO/acting CFO),Anysia Yeung,Ker Yong (Director - Head of Legal and Compliance),"K.W.C. (Senior VP, Head of IT) [LeadIQ, MEDIUM-65]",Chen Thien Yin (Board Audit Committee Chair)
3,Development FIs,Bank Pembangunan Malaysia Berhad (BPMB),"Hairil Izwar Abd Rahman (Group Chief Digital & Technology Officer, CISO-equivalent) [Official: bpmb.com.my/about-us/leadership/, conf 80]",Mohammad Azam Ahmad (Group CRO) + Rohayati Talha (Group CCO) [Composite] [Official: bpmb.com.my],Hee Wei Jean (Group CFO) [Official: bpmb.com.my],Mohammad Azam Ahmad (Group CRO) [Official: bpmb.com.my],Rohayati Talha (Group CCO) [Official: bpmb.com.my],Hairil Izwar Abd Rahman (Group Chief Digital & Technology Officer) [Official: bpmb.com.my],Hasrul Farid Hasnan (Group Chief Internal Auditor) [Official: bpmb.com.my]
2,Insurers,Berjaya Sompo Insurance Berhad,"Mohamad Azman bin Soaed (Senior Manager - Information Security) [Malaysian Insurance Directory 2025/2026, conf 70]","Tricia Mallika Appaduray (Chief Compliance and Legal Officer - GRC-equivalent) [Official: berjayasompo.com.my/leadership-team, conf 75 - GRC-equivalent, same person as Head of Compliance]","Rina Aprila Afianty (Chief Financial Officer) [Official: berjayasompo.com.my/leadership-team, conf 95]","Samson Liew Zyun Fung (Head of Risk Management) [Malaysian Insurance Directory 2025/2026, conf 90]","Tricia Mallika Appaduray (Chief Compliance and Legal Officer) [Official: berjayasompo.com.my/leadership-team, conf 95]","NOT FOUND [berjayasompo.com.my/leadership-team lists 8 management team members (CEO Soo Wai Har, CCO Vanessa Ngew, CCSME Phang Yin Peng, CFO Rina Aprila Afianty, CHRO Jun Ishak, CCLO Tricia Mallika Appaduray, COO Eng Chun Mun, CCO Claims Teh Yau Kun) — no CIO/IT leadership. 70% Sompo Holdings Asia subsidiary; IT may be shared regionally. v5.10 confirmed; conf 86]","Kesavan Raj A/L Krishnan (Head of Internal Audit) [Malaysian Insurance Directory 2025/2026, conf 90]"
4,E-Money,BigPay (Capital A),NOT FOUND [No BigPay-specific or Capital A CISO/CRO/CTO/Compliance/IA/GRC publicly named. Capital A Chief Legal Officer Fiona Fong (non-target) may indirectly cover legal/compliance. Recommend approaching via Capital A investor relations. conf 85],NOT FOUND [No BigPay-specific or Capital A CISO/CRO/CTO/Compliance/IA/GRC publicly named. Capital A Chief Legal Officer Fiona Fong (non-target) may indirectly cover legal/compliance. Recommend approaching via Capital A investor relations. conf 85],"Mun Hui Teh (Chief Financial Officer, Capital A Berhad) [Official: capitala.com/corporate_leadership.html, conf 80 - inherited from Capital A parent, BigPay = Capital A fintech subsidiary]",NOT FOUND [No BigPay-specific or Capital A CISO/CRO/CTO/Compliance/IA/GRC publicly named. Capital A Chief Legal Officer Fiona Fong (non-target) may indirectly cover legal/compliance. Recommend approaching via Capital A investor relations. conf 85],NOT FOUND [No BigPay-specific or Capital A CISO/CRO/CTO/Compliance/IA/GRC publicly named. Capital A Chief Legal Officer Fiona Fong (non-target) may indirectly cover legal/compliance. Recommend approaching via Capital A investor relations. conf 85],NOT FOUND [No BigPay-specific or Capital A CISO/CRO/CTO/Compliance/IA/GRC publicly named. Capital A Chief Legal Officer Fiona Fong (non-target) may indirectly cover legal/compliance. Recommend approaching via Capital A investor relations. conf 85],NOT FOUND [No BigPay-specific or Capital A CISO/CRO/CTO/Compliance/IA/GRC publicly named. Capital A Chief Legal Officer Fiona Fong (non-target) may indirectly cover legal/compliance. Recommend approaching via Capital A investor relations. conf 85]
3,MSBs,BigPay Malaysia Sdn Bhd,NOT FOUND [No BigPay-specific or Capital A CISO/CRO/CTO/Compliance/IA/GRC publicly named. Capital A Chief Legal Officer Fiona Fong (non-target) may indirectly cover legal/compliance. Recommend approaching via Capital A investor relations.],NOT FOUND [No BigPay-specific or Capital A CISO/CRO/CTO/Compliance/IA/GRC publicly named. Capital A Chief Legal Officer Fiona Fong (non-target) may indirectly cover legal/compliance. Recommend approaching via Capital A investor relations. conf 85],"Mun Hui Teh (Chief Financial Officer, Capital A Berhad - parent) [Official: capitala.com/corporate_leadership.html, conf 80 - inherited to BigPay. BigPay = Capital A (formerly AirAsia) fintech subsidiary, BNM-licensed e-money issuer. bigpayme.com has no leadership page. Capital A Deputy CEO Effendy Shahul Hamid oversees financial services portfolio (non-target). No BigPay-specific C-suite publicly published.]",NOT FOUND [No BigPay-specific or Capital A CISO/CRO/CTO/Compliance/IA/GRC publicly named. Capital A Chief Legal Officer Fiona Fong (non-target) may indirectly cover legal/compliance. Recommend approaching via Capital A investor relations. conf 85],NOT FOUND [No BigPay-specific or Capital A CISO/CRO/CTO/Compliance/IA/GRC publicly named. Capital A Chief Legal Officer Fiona Fong (non-target) may indirectly cover legal/compliance. Recommend approaching via Capital A investor relations. conf 85],NOT FOUND [No BigPay-specific or Capital A CISO/CRO/CTO/Compliance/IA/GRC publicly named. Capital A Chief Legal Officer Fiona Fong (non-target) may indirectly cover legal/compliance. Recommend approaching via Capital A investor relations. conf 85],NOT FOUND [No BigPay-specific or Capital A CISO/CRO/CTO/Compliance/IA/GRC publicly named. Capital A Chief Legal Officer Fiona Fong (non-target) may indirectly cover legal/compliance. Recommend approaching via Capital A investor relations. conf 85]
3,MSBs,Billplz Sdn Bhd,"NOT FOUND [Malaysian payment gateway (Shah Alam, part of Billplz Qapital Berhad). CEO/Founder: Nazroof Hakim (Crunchbase + LinkedIn my.linkedin.com/in/nazroof, conf 95, non-target). billplz.com has no leadership page. ~34 employees per LinkedIn. RocketReach (blocked) mentioned Vinod Varma (Compliance Manager) + Nik Faudzi (Accounts) - UNVERIFIED. 0/7 target roles publicly disclosed.]",NOT FOUND [Billplz Sdn Bhd does not publicly list C-suite executives. Firecrawl agent research (Jul 2026) confirmed no public leadership data. conf 85],NOT FOUND [Billplz Sdn Bhd does not publicly list C-suite executives. Firecrawl agent research (Jul 2026) confirmed no public leadership data. conf 85],NOT FOUND [Billplz Sdn Bhd does not publicly list C-suite executives. Firecrawl agent research (Jul 2026) confirmed no public leadership data. conf 85],NOT FOUND [Billplz Sdn Bhd does not publicly list C-suite executives. Firecrawl agent research (Jul 2026) confirmed no public leadership data. conf 85],NOT FOUND [Billplz Sdn Bhd does not publicly list C-suite executives. Firecrawl agent research (Jul 2026) confirmed no public leadership data. conf 85],NOT FOUND [Billplz Sdn Bhd does not publicly list C-suite executives. Firecrawl agent research (Jul 2026) confirmed no public leadership data. conf 85]
4,E-Money,Boost (Axiata + RHB),Shankar Krishnan|Chief Information Security Officer|85|https://my.linkedin.com/in/shankyk|CISO Axiata Digital group/Boost [LinkedIn + theorg.com confirmed. Also CTO at Boost Bank],"Abid Abdul Adam (Group Chief Risk and Compliance Officer, Axiata Group) [Official: axiata.com/about-us/our-people, conf 85 - GRC inherited from Axiata Group parent] [INHERITED from Axiata Digital Services - parent]",Steven Lim|Chief Financial Officer|95|https://myboostbank.co/our-leadership-boost-bank|Boost Bank CFO [INHERITED from Boost Bank Berhad - product brand governance],Puteri Syurga|Chief Risk Officer|95|https://myboostbank.co/our-leadership-boost-bank|Boost Bank CRO [INHERITED from Boost Bank Berhad - product brand governance],Dr Mohanamerry Vedamanikam|Chief Compliance Officer|95|https://myboostbank.co/our-leadership-boost-bank|Boost Bank Chief Compliance Officer [INHERITED from Boost Bank Berhad - product brand governance],Shankar Krishnan|Chief Technology Officer|95|https://myboostbank.co/our-leadership-boost-bank|Boost Bank CTO (maps to CIO/CTO role) [INHERITED from Boost Bank Berhad - product brand governance],Miraz Ahmed|Head of Internal Audit|80|https://my.linkedin.com/in/miraz-ahmed-76b20219|Head of Internal Audit at Boost Holding Sdn Bhd [LinkedIn confirmed. ~20 years telco/tower infrastructure audit experience in Bangladesh & Malaysia]
6,Fintech Sandbox,Boost Bank Berhad,"Shankar Krishnan|Chief Technology Officer / CISO|85|https://my.linkedin.com/in/shankyk|Boost Bank CTO who also holds CISO role [LinkedIn profile confirms ""CTO | CISO"" title; official leadership page myboostbank.co confirms CTO position — CISO function combined with CTO role at digital bank]",NOT FOUND [Official: myboostbank.co/our-leadership-boost-bank — GRC function split between CRO (Puteri Syurga) and CCO (Dr Mohanamerry Vedamanikam). No standalone Head of GRC. conf 40],Steven Lim|Chief Financial Officer|95|https://myboostbank.co/our-leadership-boost-bank|Boost Bank CFO,Puteri Syurga|Chief Risk Officer|95|https://myboostbank.co/our-leadership-boost-bank|Boost Bank CRO,Dr Mohanamerry Vedamanikam|Chief Compliance Officer|95|https://myboostbank.co/our-leadership-boost-bank|Boost Bank Chief Compliance Officer,Shankar Krishnan|Chief Technology Officer|95|https://myboostbank.co/our-leadership-boost-bank|Boost Bank CTO (maps to CIO/CTO role),Miraz Ahmed|Head of Internal Audit|80|https://my.linkedin.com/in/miraz-ahmed-76b20219|Head of Internal Audit at Boost Holding Sdn Bhd [LinkedIn confirmed. ~20 years telco/tower infrastructure audit experience in Bangladesh & Malaysia]
5,GLC-Linked,CIMB (Khazanah-linked),"Charles J. Samuel (Group CISO / Technology Risk Management) [ASIFMA: asifma.org/speakers/charles-j-samuel/; joined CIMB Jan 2019; 25yr Citigroup APAC, conf 90]",Vera Handajani (CRO) + Kwan Keen Yew (Compliance) [Group-level: CIMB],"Khairul Rifaie (Group Chief Financial and Strategy Officer, 7.5yrs tenure) [SimplyWall.st + Official: cimb.com]",Vera Handajani (Group CRO) [Group-level: CIMB],Kwan Keen Yew (Group Chief Legal and Compliance Officer) [Group-level: CIMB],"Ros Aziah Mohd Yusoff (Group Chief Technology and Data Officer, 5.9yrs tenure) [SimplyWall.st + Official: cimb.com]","Amran Mohamad (Group Chief Internal Auditor, 7.7yrs tenure) [SimplyWall.st]"
1,Licensed Banks,CIMB Bank Berhad,Charles Samuel (Group CISO),Kwan Keen Yew (Group Chief Integrity & Governance Officer),Khairul Rifaie (Group Chief Financial & Strategy Officer),Vera Handajani (Group CRO),Kwan Keen Yew (Group Chief Legal & Compliance Officer),Ros Aziah Mohd Yusoff (Group CTO),Amran Mohamad (Group Chief Internal Auditor)
2,Investment Banks,CIMB Investment Bank Berhad,Charles Samuel (Group CISO) [Group-level: CIMB],Kwan Keen Yew (Group Chief Integrity & Governance Officer) [Official: cimb.com],Khairul Rifaie (Group CFO & Strategy Officer) [Official: cimb.com],Vera Handajani (Group CRO) [Official: cimb.com],Kwan Keen Yew (Group Chief Legal & Compliance Officer) [Official: cimb.com],Ros Aziah Mohd Yusoff (Group CTO) [Official: cimb.com],Amran Mohamad (Group Chief Internal Auditor) [Group-level: CIMB]
1,Licensed Banks,CIMB Islamic Bank Berhad,Charles Samuel (Group CISO) [Group-level: CIMB Bank],Kwan Keen Yew (Group Chief Integrity & Governance Officer) [Group-level: CIMB Bank],Khairul Rifaie (Group Chief Financial & Strategy Officer) [Group-level: CIMB Bank],Vera Handajani (Group CRO) [Group-level: CIMB Bank],Kwan Keen Yew (Group Chief Legal & Compliance Officer) [Group-level: CIMB Bank],Ros Aziah Mohd Yusoff (Group CTO) [group-level: CIMB Bank],Amran Mohamad (Group Chief Internal Auditor) [Group-level: CIMB Bank]
4,E-Money,CIMB OctoPay (CIMB Bank),Charles Samuel (Group CISO) [INHERITED from CIMB Bank Berhad - product brand governance],Kwan Keen Yew (Group Chief Integrity & Governance Officer) [INHERITED from CIMB Bank Berhad - product brand governance],Khairul Rifaie (Group Chief Financial & Strategy Officer) [INHERITED from CIMB Bank Berhad - product brand governance],Vera Handajani (Group CRO) [INHERITED from CIMB Bank Berhad - product brand governance],Kwan Keen Yew (Group Chief Legal & Compliance Officer) [INHERITED from CIMB Bank Berhad - product brand governance],Ros Aziah Mohd Yusoff (Group CTO) [INHERITED from CIMB Bank Berhad - product brand governance],Amran Mohamad (Group Chief Internal Auditor) [INHERITED from CIMB Bank Berhad - product brand governance]
4,Card Schemes,CIMB Petronas Visa Card,Charles Samuel (Group CISO) [INHERITED from CIMB Bank Berhad - product brand governance],Kwan Keen Yew (Group Chief Integrity & Governance Officer) [INHERITED from CIMB Bank Berhad - product brand governance],Khairul Rifaie (Group Chief Financial & Strategy Officer) [INHERITED from CIMB Bank Berhad - product brand governance],Vera Handajani (Group CRO) [INHERITED from CIMB Bank Berhad - product brand governance],Kwan Keen Yew (Group Chief Legal & Compliance Officer) [INHERITED from CIMB Bank Berhad - product brand governance],Ros Aziah Mohd Yusoff (Group CTO) [INHERITED from CIMB Bank Berhad - product brand governance],Amran Mohamad (Group Chief Internal Auditor) [INHERITED from CIMB Bank Berhad - product brand governance]
2,Insurers,Chubb Insurance Malaysia Berhad,"NOT FOUND [Checked: chubb.com/my-en (no leadership/management directory), chubb.com/my-en/about-chubb/leadership.html (404), about.chubb.com (global, no Malaysia-specific leadership), Firecrawl map of chubb.com/my-en (no internal leadership pages indexed), LinkedIn (HTTP 999 blocked). Chubb Malaysia does not publicly disclose senior management beyond CFO/CRO/COO/Head of IA. Conf 60.]",Dato' Mohzani Bin Abdul Wahab (Director) [Official: chubb.com/my-en conf 85],Olivier Bouchard (Executive Director CFO Asia Pacific) [Official: chubb.com/my-en],"Ng Khai Yan (Chief Risk Officer) [Malaysian Insurance Directory 2025/2026, conf 90]",NOT FOUND [Checked: same Chubb Malaysia sources. Chubb Malaysia annual report / BNM financial statements PDF not publicly accessible via search. Conf 60.],Kenny W. K. Tan (Chief Operating Officer) [LinkedIn: my.linkedin.com/in/kennytwk],"Chong Keh Bin (Head of Internal Audit) [Malaysian Insurance Directory 2025/2026, conf 90]"
1,Licensed Banks,Citibank Berhad,"NOT FOUND [Checked: Citibank Berhad Malaysia Board of Directors PDF (citigroup.com, 5 Board members), citigroup.com APAC country pages, Citi Global Executive Management page. Citi Malaysia CG Statement / Annual Report 2024 not publicly accessible (URL pattern not found, multiple 404s). Country-level CISO role not publicly disclosed. Conf 65.]","CEO: Vikram Singh (CEO Citi Malaysia, effective 1 May 2023) [Official: theasianbanker.com, conf 90]; Country Lead: Divya Nair; Head of Commercial Bank: Shawn Khong [TheOfficialBoard]",Tan Alyse (Chief Financial Officer/Controller) [LinkedIn: my.linkedin.com/in/tan-alyse-2658791a0],Mark Fordyce Hart (Chairman Risk Mgmt Cmte) [Official: citigroup.com board PDF conf 80],"NOT FOUND [Checked: same Citibank Berhad Board PDF + citigroup.com pages. Head of Compliance is Senior Management (not Board), so not listed in Board PDF. Citi Malaysia Annual Report 2024 / CG Statement not publicly accessible on citigroup.com. Conf 65.]","Abhijit Dattanand Kumta (Executive Director; MD Singapore O&T, Citi Solution Center Head ASEAN) [Official: citigroup.com board PDF, conf 85]",Puan Norazilla binti Md Tahir (Audit Cmte Chair former CFO Cagamas) [Official: citigroup.com board PDF conf 85]
